version,name,part,key_size,elements,wall_time,cpu_cycles,k_cycles,instructions,cache_references,cache_misses,branch_misses,ipc,GHZ,CPUs,maxrss_mb,scale
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.38,0.05,16.09,0.51,0.00,-nan,4.76,5.36,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.61,0.25,257.04,1.34,0.14,0.00,4.46,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.79,0.11,13.14,2.36,0.02,0.00,0.60,5.30,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.21,0.10,13.13,2.02,0.02,0.00,0.68,5.29,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.40,0.05,16.09,0.51,0.00,-nan,4.73,5.37,0.94,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.73,0.05,12.09,0.26,0.00,-nan,6.98,5.42,0.88,35518,262048
optimized_swap,Account,absorb,8,257765,0.01,155.45,0.61,224.48,7.69,0.64,0.43,1.44,5.38,1.04,35518,257765
optimized_swap,Transfer.id,swap,16,262048,0.00,4.89,0.06,13.09,1.01,0.00,-nan,2.68,5.44,inf,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.69,0.37,369.75,2.36,0.22,0.00,4.95,5.33,1.22,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.99,0.30,369.65,2.39,0.21,0.00,5.00,5.29,1.28,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.47,0.35,369.38,2.45,0.27,0.00,4.89,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.76,0.35,369.16,2.48,0.19,0.00,4.94,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,57.99,0.24,256.94,1.36,0.15,0.00,4.43,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.13,0.31,256.90,1.34,0.15,0.00,4.42,5.28,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.44,0.05,16.09,0.51,0.00,-nan,4.68,5.36,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.69,0.21,256.69,1.45,0.13,0.00,4.45,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.65,0.12,13.13,2.35,0.01,0.00,0.61,5.29,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.16,0.10,13.12,2.02,0.02,0.00,0.68,5.29,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.39,0.05,16.09,0.51,0.00,-nan,4.74,5.37,1.00,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.71,0.05,12.09,0.25,0.00,-nan,7.07,5.42,inf,35518,262048
optimized_swap,Account,absorb,8,257980,0.01,156.86,0.57,225.21,7.92,0.65,0.43,1.44,5.39,1.04,35518,257980
optimized_swap,Transfer.id,swap,16,262048,0.00,3.66,0.11,13.13,1.01,0.00,0.00,3.58,4.00,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.63,0.45,369.85,2.36,0.22,0.00,4.96,5.33,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.00,0.37,369.11,2.40,0.22,0.00,4.99,5.28,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.33,0.31,369.98,2.43,0.27,0.00,4.91,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.59,0.33,369.19,2.48,0.20,0.00,4.95,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,57.89,0.26,257.00,1.35,0.15,0.00,4.44,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.89,0.24,257.00,1.32,0.15,0.00,4.44,5.28,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.43,0.05,16.09,0.51,0.00,-nan,4.69,5.36,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,58.89,0.28,261.32,1.31,0.14,0.00,4.44,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,35.07,0.22,13.20,2.33,0.12,0.00,0.38,5.24,1.00,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,35.08,0.11,13.12,1.83,0.21,0.00,0.37,5.28,1.00,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,5.35,0.05,16.09,0.51,0.00,-nan,3.01,5.34,inf,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,2.19,0.05,12.09,0.26,0.00,-nan,5.53,5.39,inf,35518,262048
optimized_swap,Account,absorb,8,257799,0.01,158.65,0.62,223.44,7.25,0.46,0.43,1.41,5.39,1.00,35518,257799
optimized_swap,Transfer.id,swap,16,262048,0.00,5.10,0.05,13.09,1.01,0.00,-nan,2.57,5.42,0.95,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,72.67,0.22,369.65,2.24,0.10,0.00,5.09,5.34,1.07,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,71.95,0.31,369.23,2.25,0.10,0.00,5.13,5.27,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,72.91,0.28,369.32,2.22,0.16,0.00,5.07,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,72.99,0.21,369.37,2.16,0.10,0.00,5.06,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,57.26,0.40,256.45,1.27,0.13,0.00,4.48,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.07,0.20,256.40,1.20,0.12,0.00,4.49,5.28,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.36,0.05,16.09,0.51,0.00,-nan,4.79,5.36,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,56.93,0.25,256.36,1.23,0.11,0.00,4.50,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.14,0.12,13.14,2.40,0.01,0.00,0.62,5.20,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,18.20,0.13,13.15,2.05,0.01,0.00,0.72,4.90,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.38,0.05,16.09,0.51,0.00,-nan,4.77,5.37,inf,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.72,0.05,12.09,0.26,0.00,-nan,7.03,5.42,inf,35518,262048
optimized_swap,Account,absorb,8,257895,0.01,155.57,0.61,225.09,7.93,0.64,0.43,1.45,5.40,1.03,35518,257895
optimized_swap,Transfer.id,swap,16,262048,0.00,4.89,0.10,13.13,1.01,0.00,-nan,2.69,5.49,inf,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.56,0.28,370.05,2.39,0.22,0.00,4.96,5.33,1.24,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.99,0.27,369.96,2.40,0.21,0.00,5.00,5.28,1.28,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.41,0.34,369.51,2.44,0.27,0.00,4.90,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.48,0.32,369.19,2.66,0.18,0.00,4.96,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.15,0.28,256.91,1.36,0.15,0.00,4.42,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.04,0.32,256.96,1.42,0.13,0.00,4.43,5.29,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.31,0.05,16.09,0.51,0.00,-nan,4.86,5.37,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.75,0.21,256.80,1.41,0.14,0.00,4.45,5.29,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.02,0.11,13.14,2.39,0.02,0.00,0.62,5.30,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.08,0.08,13.12,2.02,0.02,0.00,0.69,5.29,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.34,0.05,16.09,0.51,0.00,-nan,4.82,5.37,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.74,0.05,12.10,0.26,0.00,-nan,6.97,5.42,1.71,35518,262048
optimized_swap,Account,absorb,8,257497,0.01,156.07,0.53,222.83,7.74,0.63,0.43,1.43,5.40,1.03,35518,257497
optimized_swap,Transfer.id,swap,16,262048,0.00,4.41,0.10,13.13,1.01,0.00,0.00,2.98,4.73,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.65,0.30,369.81,2.39,0.21,0.00,4.95,5.34,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.97,0.31,369.29,2.50,0.20,0.00,4.99,5.28,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.40,0.32,369.55,2.45,0.27,0.00,4.90,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.65,0.34,369.27,2.49,0.19,0.00,4.95,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.08,0.32,257.00,1.35,0.14,0.00,4.42,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.92,0.17,256.70,1.32,0.14,0.00,4.43,5.29,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.41,0.05,16.09,0.51,0.00,-nan,4.71,5.37,inf,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.57,0.23,257.00,1.30,0.13,0.00,4.46,5.29,1.13,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.46,0.12,13.14,2.36,0.02,0.00,0.61,5.31,1.02,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.22,0.10,13.13,2.02,0.02,0.00,0.68,5.31,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.36,0.05,16.09,0.51,0.00,-nan,4.79,5.38,1.74,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.72,0.05,12.09,0.25,0.00,-nan,7.04,5.43,1.63,35518,262048
optimized_swap,Account,absorb,8,257734,0.01,154.99,0.56,223.72,7.80,0.64,0.43,1.44,5.40,1.03,35518,257734
optimized_swap,Transfer.id,swap,16,262048,0.00,4.91,0.10,13.13,1.01,0.00,0.00,2.68,5.25,0.97,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.48,0.30,370.23,2.46,0.21,0.00,4.97,5.33,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.02,0.37,369.24,2.40,0.21,0.00,4.99,5.28,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.47,0.29,369.36,2.45,0.28,0.00,4.89,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.54,0.31,369.39,2.52,0.20,0.00,4.96,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.01,0.28,257.10,1.36,0.15,0.00,4.43,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.00,0.23,256.71,1.38,0.14,0.00,4.43,5.29,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,2.39,0.09,16.13,0.51,0.00,0.00,6.75,3.63,0.96,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.67,0.23,257.11,1.32,0.14,0.00,4.46,5.29,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.86,0.11,13.14,2.34,0.01,0.00,0.60,5.31,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.34,0.10,13.13,2.02,0.02,0.00,0.68,5.32,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.39,0.05,16.09,0.51,0.00,-nan,4.75,5.37,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.71,0.05,12.09,0.25,0.00,-nan,7.08,5.42,0.88,35518,262048
optimized_swap,Account,absorb,8,257977,0.01,155.94,0.62,223.85,7.72,0.66,0.43,1.44,5.38,1.03,35518,257977
optimized_swap,Transfer.id,swap,16,262048,0.00,5.02,0.05,13.09,1.01,0.00,-nan,2.61,5.42,inf,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.39,0.23,370.40,2.35,0.22,0.00,4.98,5.32,1.23,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.98,0.22,369.71,2.39,0.22,0.00,5.00,5.28,1.30,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.53,0.34,370.01,2.46,0.28,0.00,4.90,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.63,0.26,369.02,2.47,0.20,0.00,4.94,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.07,0.28,257.06,1.35,0.15,0.00,4.43,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.11,0.25,257.09,1.35,0.15,0.00,4.42,5.28,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.44,0.05,16.09,0.51,0.00,-nan,4.68,5.36,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.73,0.24,256.88,1.48,0.13,0.00,4.45,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.43,0.11,13.13,2.34,0.01,0.00,0.61,5.29,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,18.90,0.10,13.13,2.05,0.01,0.00,0.69,5.29,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.34,0.05,16.09,0.51,0.00,-nan,4.82,5.37,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.83,0.11,12.13,0.26,0.01,0.00,6.64,5.26,0.94,35518,262048
optimized_swap,Account,absorb,8,257892,0.01,157.84,0.53,225.54,7.75,0.65,0.43,1.43,5.39,1.12,35518,257892
optimized_swap,Transfer.id,swap,16,262048,0.00,5.14,0.05,13.09,1.01,0.00,-nan,2.55,5.43,1.62,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.55,0.31,370.41,2.44,0.21,0.00,4.97,5.32,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.15,0.27,369.69,2.37,0.21,0.00,4.99,5.28,1.05,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.44,0.24,369.53,2.45,0.27,0.00,4.90,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.50,0.30,369.21,2.51,0.20,0.00,4.96,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.11,0.29,256.83,1.37,0.15,0.00,4.42,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.15,0.22,256.92,1.43,0.15,0.00,4.42,5.28,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.39,0.05,16.09,0.51,0.00,-nan,4.75,5.37,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.82,0.25,256.81,1.34,0.14,0.00,4.44,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.94,0.10,13.14,2.38,0.02,0.00,0.60,5.30,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.22,0.09,13.12,2.02,0.02,0.00,0.68,5.27,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.38,0.05,16.09,0.51,0.00,-nan,4.76,5.37,0.94,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.72,0.05,12.09,0.26,0.00,-nan,7.01,5.43,inf,35518,262048
optimized_swap,Account,absorb,8,257858,0.01,157.38,0.53,225.20,7.84,0.65,0.43,1.43,5.39,1.03,35518,257858
optimized_swap,Transfer.id,swap,16,262048,0.00,5.02,0.05,13.09,1.01,0.00,-nan,2.61,5.43,inf,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.63,0.27,370.51,2.35,0.21,0.00,4.96,5.33,1.23,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.96,0.22,370.02,2.39,0.21,0.00,5.00,5.28,1.30,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.33,0.31,369.87,2.43,0.27,0.00,4.91,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.50,0.27,369.37,2.58,0.18,0.00,4.96,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.00,0.23,256.93,1.39,0.15,0.00,4.43,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.97,0.23,256.99,1.32,0.14,0.00,4.43,5.28,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.41,0.05,16.09,0.51,0.00,-nan,4.72,5.36,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.73,0.23,256.92,1.39,0.13,0.00,4.45,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.54,0.09,13.13,2.34,0.01,0.00,0.61,5.30,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.19,0.10,13.13,2.02,0.02,0.00,0.68,5.29,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.36,0.05,16.09,0.51,0.00,-nan,4.79,5.38,0.94,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.70,0.05,12.09,0.25,0.00,-nan,7.10,5.43,1.47,35518,262048
optimized_swap,Account,absorb,8,257700,0.01,155.20,0.62,222.93,7.71,0.63,0.43,1.44,5.39,1.03,35518,257700
optimized_swap,Transfer.id,swap,16,262048,0.00,5.18,0.10,13.12,1.01,0.00,-nan,2.53,5.48,inf,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.54,0.26,370.13,2.36,0.22,0.00,4.97,5.32,1.23,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.01,0.26,369.63,2.48,0.20,0.00,4.99,5.28,1.30,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.45,0.27,370.10,2.53,0.27,0.00,4.91,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,73.70,0.45,367.71,2.38,0.13,0.00,4.99,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,57.12,0.26,256.96,1.19,0.13,0.00,4.50,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.18,0.25,257.01,1.22,0.12,0.00,4.50,5.27,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.44,0.05,16.09,0.51,0.00,-nan,4.67,5.35,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,56.96,0.24,256.92,1.20,0.11,0.00,4.51,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.82,0.09,13.14,2.35,0.02,0.00,0.60,5.29,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.51,0.11,13.12,2.03,0.02,0.00,0.67,5.28,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.39,0.05,16.09,0.51,0.00,-nan,4.75,5.37,0.94,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.71,0.11,12.14,0.26,0.01,0.00,7.09,5.11,0.94,35518,262048
optimized_swap,Account,absorb,8,257770,0.01,155.60,0.57,224.59,7.69,0.61,0.43,1.44,5.38,1.03,35518,257770
optimized_swap,Transfer.id,swap,16,262048,0.00,4.80,0.09,13.12,1.01,0.00,0.00,2.73,5.07,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.51,0.24,370.02,2.34,0.21,0.00,4.97,5.32,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.04,0.30,368.55,2.39,0.21,0.00,4.98,5.27,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.43,0.45,369.94,2.47,0.25,0.00,4.90,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.41,0.32,369.35,2.51,0.19,0.00,4.96,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.28,0.22,256.92,1.36,0.15,0.00,4.41,5.27,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.99,0.24,257.07,1.30,0.14,0.00,4.43,5.27,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.41,0.05,16.09,0.51,0.00,-nan,4.72,5.36,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.68,0.20,256.97,1.32,0.13,0.00,4.46,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.55,0.09,13.13,2.34,0.02,0.00,0.61,5.30,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.22,0.09,13.12,2.02,0.02,0.00,0.68,5.29,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.38,0.05,16.09,0.51,0.00,-nan,4.76,5.36,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.70,0.05,12.09,0.26,0.00,-nan,7.12,5.43,0.87,35518,262048
optimized_swap,Account,absorb,8,257752,0.01,156.06,0.51,224.22,7.81,0.62,0.43,1.44,5.37,1.03,35518,257752
optimized_swap,Transfer.id,swap,16,262048,0.00,4.31,0.08,13.13,1.01,0.00,0.00,3.04,4.58,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.66,0.25,371.00,2.36,0.21,0.00,4.97,5.33,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.05,0.31,369.24,2.41,0.22,0.00,4.99,5.27,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.47,0.40,369.51,2.45,0.28,0.00,4.90,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.57,0.25,369.08,2.48,0.19,0.00,4.95,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.03,0.22,256.92,1.37,0.16,0.00,4.43,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.12,0.25,257.10,1.42,0.14,0.00,4.42,5.27,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.43,0.05,16.09,0.51,0.00,-nan,4.70,5.35,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.81,0.25,256.87,1.33,0.14,0.00,4.44,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.73,0.13,13.15,2.37,0.02,0.00,0.61,5.29,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.18,0.10,13.13,2.02,0.02,0.00,0.68,5.29,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.40,0.05,16.09,0.51,0.00,-nan,4.74,5.37,0.94,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.81,0.10,12.14,0.26,0.00,0.00,6.70,5.30,0.93,35518,262048
optimized_swap,Account,absorb,8,257816,0.01,185.17,0.78,214.82,7.89,0.74,0.43,1.16,5.38,1.00,35518,257816
optimized_swap,Transfer.id,swap,16,262048,0.00,4.86,0.06,13.09,1.01,0.00,-nan,2.70,5.44,1.18,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.64,0.56,370.47,2.37,0.22,0.00,4.96,5.32,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.06,0.34,369.15,2.40,0.21,0.00,4.98,5.27,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.46,0.27,369.83,2.47,0.28,0.00,4.90,5.27,1.02,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.64,0.22,369.09,2.53,0.19,0.00,4.95,5.26,1.30,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.08,0.31,256.36,1.37,0.16,0.00,4.41,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.92,0.21,256.52,1.32,0.14,0.00,4.43,5.27,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.46,0.05,16.09,0.51,0.00,-nan,4.65,5.35,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.78,0.22,256.86,1.38,0.13,0.00,4.45,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,20.88,0.13,13.17,2.37,0.01,0.00,0.63,5.15,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,12.50,0.10,13.13,2.02,0.02,0.00,1.05,3.47,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.36,0.05,16.09,0.51,0.00,-nan,4.79,5.37,inf,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.71,0.05,12.09,0.25,0.00,-nan,7.06,5.42,inf,35518,262048
optimized_swap,Account,absorb,8,257725,0.01,156.83,0.49,224.45,7.75,0.64,0.43,1.43,5.37,1.03,35518,257725
optimized_swap,Transfer.id,swap,16,262048,0.00,2.26,0.11,13.13,1.01,0.00,0.00,5.80,2.42,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.42,0.24,370.47,2.35,0.22,0.00,4.98,5.32,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.62,0.83,369.10,2.46,0.21,0.00,4.95,5.27,1.32,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.56,0.34,370.10,2.49,0.27,0.00,4.90,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.38,0.26,369.28,2.68,0.17,0.00,4.96,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.05,0.25,256.94,1.44,0.15,0.00,4.43,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.08,0.22,257.00,1.36,0.14,0.00,4.42,5.27,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.43,0.05,16.09,0.51,0.00,-nan,4.69,5.34,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.74,0.20,256.72,1.34,0.14,0.00,4.45,5.27,1.00,35518,262048
