version,name,part,key_size,elements,wall_time,cpu_cycles,k_cycles,instructions,cache_references,cache_misses,branch_misses,ipc,GHZ,CPUs,maxrss_mb,scale
optimized_sort,Account,absorb,8,257787,0.01,157.41,0.54,223.38,7.64,0.63,0.43,1.42,5.41,1.03,35518,257787
optimized_sort,Transfer.id,swap,16,262048,0.00,0.08,0.06,0.11,0.00,0.00,-nan,1.25,11.18,0.18,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.62,0.55,369.92,2.39,0.22,0.00,4.96,5.34,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.93,0.30,369.16,2.39,0.22,0.00,4.99,5.30,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.00,0.35,368.49,2.40,0.23,0.00,4.91,5.29,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.37,0.22,369.06,2.42,0.23,0.00,4.90,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.82,0.30,255.57,1.25,0.15,0.00,4.42,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.73,0.23,255.69,1.24,0.16,0.00,4.43,5.30,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.36,10.67,0.15,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.40,0.27,255.94,1.37,0.15,0.00,4.46,5.31,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.24,9.83,0.16,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.23,9.77,0.16,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.07,0.05,0.11,0.00,0.00,-nan,1.42,11.20,0.13,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.39,10.71,inf,35518,262048
optimized_sort,Account,absorb,8,257659,0.01,157.13,0.50,224.10,7.60,0.64,0.43,1.43,5.42,1.02,35518,257659
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.18,10.33,0.23,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.43,0.51,369.94,2.46,0.21,0.00,4.97,5.35,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.23,0.29,368.00,2.46,0.21,0.00,4.96,5.30,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.72,0.25,369.09,2.51,0.21,0.00,4.94,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.40,0.20,369.00,2.44,0.23,0.00,4.89,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.85,0.26,255.54,1.26,0.15,0.00,4.42,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.66,0.20,255.97,1.23,0.16,0.00,4.44,5.31,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.34,10.37,0.14,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.35,0.25,256.18,1.33,0.15,0.00,4.47,5.31,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.26,9.95,0.16,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.10,0.05,0.11,0.00,0.00,-nan,1.11,8.99,0.19,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.36,10.54,0.15,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.07,0.05,0.10,0.00,0.00,-nan,1.40,11.03,inf,35518,262048
optimized_sort,Account,absorb,8,257819,0.01,164.60,0.69,222.99,7.75,0.66,0.43,1.35,5.42,1.01,35518,257819
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.11,0.00,0.00,-nan,1.17,10.57,0.15,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.33,0.24,370.21,2.37,0.21,0.00,4.98,5.36,1.05,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.06,0.39,368.54,2.39,0.22,0.00,4.98,5.30,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.09,0.34,368.99,2.39,0.22,0.00,4.91,5.29,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.96,0.35,369.18,2.34,0.26,0.00,4.86,5.29,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.79,0.31,256.59,1.23,0.16,0.00,4.44,5.30,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.83,0.24,256.65,1.24,0.16,0.00,4.44,5.31,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,9.83,0.16,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.30,0.20,256.19,1.30,0.15,0.00,4.47,5.32,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.23,9.75,0.16,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.28,9.98,inf,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.11,8.99,inf,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.34,10.52,inf,35518,262048
optimized_sort,Account,absorb,8,257792,0.01,181.10,0.55,225.01,7.54,0.63,0.42,1.24,5.43,1.02,35518,257792
optimized_sort,Transfer.id,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,10.60,inf,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.77,0.24,370.03,2.38,0.22,0.00,4.95,5.36,1.30,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.24,0.31,368.18,2.38,0.22,0.00,4.96,5.30,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.25,0.30,370.18,2.38,0.22,0.00,4.92,5.29,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,76.21,0.33,368.20,2.33,0.26,0.00,4.83,5.29,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.91,0.42,256.22,1.22,0.15,0.00,4.42,5.30,1.02,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.92,0.22,256.19,1.28,0.16,0.00,4.42,5.31,1.48,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.34,10.41,0.22,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.23,0.26,255.98,1.33,0.15,0.00,4.47,5.31,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.26,9.87,0.16,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,9.69,0.16,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.21,9.37,inf,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.38,10.85,inf,35518,262048
optimized_sort,Account,absorb,8,257561,0.01,163.57,0.70,223.32,7.64,0.64,0.43,1.37,5.40,1.00,35518,257561
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.12,0.01,0.00,-nan,1.28,10.23,0.16,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.52,0.29,370.07,2.39,0.21,0.00,4.97,5.33,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.43,0.43,368.32,2.39,0.22,0.00,4.95,5.29,1.03,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.41,0.37,369.02,2.37,0.24,0.00,4.89,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.51,0.32,368.46,2.43,0.24,0.00,4.88,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.82,0.24,256.04,1.23,0.16,0.00,4.43,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.92,0.27,256.20,1.33,0.15,0.00,4.42,5.29,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.23,9.50,0.17,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.39,0.26,256.52,1.32,0.16,0.00,4.47,5.28,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.10,0.06,0.11,0.00,0.00,-nan,1.03,9.85,0.16,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.10,0.05,0.11,0.00,0.00,-nan,1.10,8.97,0.20,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.38,10.58,0.13,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.37,10.74,0.14,35518,262048
optimized_sort,Account,absorb,8,257813,0.01,161.26,0.78,222.32,7.78,0.71,0.43,1.38,5.40,1.01,35518,257813
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.11,0.00,0.00,-nan,1.19,11.14,0.13,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,76.00,0.32,367.95,2.42,0.24,0.00,4.84,5.35,1.04,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,75.17,0.43,370.58,2.37,0.23,0.00,4.93,5.29,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.73,0.37,368.14,2.42,0.23,0.00,4.86,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,76.96,0.31,371.28,2.51,0.23,0.00,4.82,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,58.18,0.28,255.97,1.23,0.15,0.00,4.40,5.29,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.17,0.30,256.48,1.14,0.11,0.00,4.49,5.30,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.24,9.66,0.15,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.11,0.52,256.53,1.21,0.13,0.00,4.49,5.30,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.21,9.93,0.15,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.17,9.36,0.18,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.34,10.40,0.15,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.33,10.29,0.14,35518,262048
optimized_sort,Account,absorb,8,257740,0.01,155.00,0.69,224.21,7.78,0.62,0.43,1.45,5.40,1.02,35518,257740
optimized_sort,Transfer.id,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,10.45,0.21,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.66,0.56,370.17,2.40,0.22,0.00,4.96,5.33,1.01,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.90,0.42,369.39,2.50,0.21,0.00,5.00,5.29,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.96,0.41,369.35,2.47,0.21,0.00,4.93,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.26,0.26,368.88,2.42,0.24,0.00,4.90,5.29,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.96,0.32,255.84,1.26,0.16,0.00,4.41,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.91,0.30,255.95,1.29,0.15,0.00,4.42,5.29,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.32,10.33,0.14,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.26,0.28,256.24,1.32,0.15,0.00,4.48,5.30,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,9.81,0.15,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.17,9.26,0.18,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.23,9.65,0.17,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.33,10.45,inf,35518,262048
optimized_sort,Account,absorb,8,257669,0.01,159.55,0.66,223.05,7.76,0.65,0.43,1.40,5.39,1.00,35518,257669
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.23,10.74,0.13,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,75.65,0.28,368.02,2.41,0.22,0.00,4.86,5.34,1.03,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,75.00,0.41,369.95,2.37,0.23,0.00,4.93,5.29,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,75.76,0.34,370.16,2.41,0.22,0.00,4.89,5.29,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,76.20,0.35,370.10,2.51,0.23,0.00,4.86,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,58.43,0.43,256.80,1.32,0.15,0.00,4.39,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,58.49,0.39,256.34,1.23,0.16,0.00,4.38,5.29,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.24,9.63,0.17,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.69,0.30,256.66,1.33,0.16,0.00,4.45,5.30,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,9.94,0.15,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.29,9.99,0.15,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.32,10.22,0.16,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.33,10.17,0.16,35518,262048
optimized_sort,Account,swap,8,257903,0.01,149.36,1.19,199.53,4.60,0.52,0.43,1.34,5.40,1.01,35518,257903
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.22,9.80,0.19,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.72,0.55,370.04,2.37,0.22,0.00,4.95,5.34,1.01,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.97,0.25,368.81,2.46,0.20,0.00,4.99,5.29,1.03,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.72,0.29,368.97,2.39,0.22,0.00,4.94,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.21,0.32,369.02,2.47,0.22,0.00,4.91,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.76,0.29,256.21,1.24,0.16,0.00,4.44,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.76,0.29,256.49,1.23,0.16,0.00,4.44,5.29,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.18,9.28,0.17,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.36,0.28,256.53,1.30,0.16,0.00,4.47,5.30,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.28,10.01,0.15,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.18,9.31,0.18,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.34,10.48,0.15,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.27,9.84,0.17,35518,262048
optimized_sort,Account,absorb,8,257603,0.01,154.42,0.59,218.72,7.21,0.63,0.43,1.42,5.39,1.02,35518,257603
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.11,0.00,0.00,-nan,1.14,10.98,0.20,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.64,0.53,370.07,2.40,0.23,0.00,4.96,5.32,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.08,0.38,368.47,2.38,0.22,0.00,4.97,5.28,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.72,0.20,369.37,2.40,0.22,0.00,4.94,5.28,1.01,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.26,0.30,368.61,2.41,0.24,0.00,4.90,5.28,1.33,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.71,0.28,255.88,1.23,0.15,0.00,4.43,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.65,0.21,256.02,1.24,0.16,0.00,4.44,5.29,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.26,9.87,0.16,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.30,0.24,256.28,1.31,0.15,0.00,4.47,5.29,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.27,10.05,0.15,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.24,9.80,0.17,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.29,10.25,0.21,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.06,0.12,0.01,0.00,-nan,1.43,10.12,inf,35518,262048
optimized_sort,Account,absorb,8,257855,0.01,154.20,0.58,219.57,7.30,0.62,0.43,1.42,5.39,1.02,35518,257855
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.12,0.00,0.00,-nan,1.29,10.16,0.19,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.47,0.56,370.27,2.37,0.21,0.00,4.97,5.33,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,73.84,0.27,368.91,2.39,0.22,0.00,5.00,5.28,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.63,0.26,368.89,2.48,0.21,0.00,4.94,5.28,1.01,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.16,0.21,369.04,2.43,0.23,0.00,4.91,5.28,1.31,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.88,0.31,255.92,1.33,0.14,0.00,4.42,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.86,0.21,256.28,1.35,0.15,0.00,4.43,5.29,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.19,9.40,0.18,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.28,0.24,256.22,1.34,0.15,0.00,4.47,5.29,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.30,10.08,0.15,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.24,9.57,0.17,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.23,9.62,0.21,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.07,0.05,0.10,0.00,0.00,-nan,1.42,10.94,inf,35518,262048
optimized_sort,Account,absorb,8,258044,0.01,155.02,0.58,217.67,7.30,0.68,0.43,1.40,5.40,1.02,35518,258044
optimized_sort,Transfer.id,swap,16,262048,0.00,0.08,0.06,0.11,0.00,0.00,-nan,1.24,11.12,0.17,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.69,0.49,370.31,2.37,0.22,0.00,4.96,5.33,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.03,0.38,368.82,2.38,0.22,0.00,4.98,5.28,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.85,0.21,368.90,2.41,0.22,0.00,4.93,5.28,1.01,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.66,0.22,368.85,2.41,0.23,0.00,4.87,5.29,1.33,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.78,0.28,255.95,1.23,0.15,0.00,4.43,5.27,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.97,0.23,256.26,1.34,0.16,0.00,4.42,5.29,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.36,10.44,0.15,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.40,0.25,255.93,1.33,0.16,0.00,4.46,5.29,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.18,9.43,0.17,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.23,9.72,0.16,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.29,10.06,0.19,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.39,10.75,inf,35518,262048
optimized_sort,Account,absorb,8,257647,0.01,156.84,0.58,217.93,7.16,0.65,0.43,1.39,5.41,1.02,35518,257647
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.11,0.00,0.00,-nan,1.18,11.57,0.17,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.68,0.50,370.44,2.40,0.23,0.00,4.96,5.32,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.04,0.34,368.60,2.49,0.21,0.00,4.98,5.29,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.81,0.34,369.14,2.40,0.22,0.00,4.93,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.27,0.20,368.51,2.42,0.23,0.00,4.90,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.70,0.22,255.57,1.22,0.15,0.00,4.43,5.27,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,58.03,0.30,255.49,1.34,0.15,0.00,4.40,5.29,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.19,9.40,0.18,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.33,0.30,256.19,1.31,0.15,0.00,4.47,5.29,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.27,9.95,0.16,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.19,9.35,0.18,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.33,10.20,0.15,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.34,10.53,inf,35518,262048
optimized_sort,Account,absorb,8,257846,0.01,155.52,0.75,218.41,7.19,0.64,0.42,1.40,5.40,1.02,35518,257846
optimized_sort,Transfer.id,swap,16,262048,0.00,0.08,0.06,0.11,0.00,0.00,-nan,1.25,11.29,0.18,35518,262048
optimized_sort,Transfer.debit_account_id,swap,32,262048,0.00,74.53,0.34,369.61,2.37,0.21,0.00,4.96,5.32,1.00,35518,262048
optimized_sort,Transfer.credit_account_id,swap,32,262048,0.00,74.14,0.37,369.05,2.37,0.22,0.00,4.98,5.28,1.00,35518,262048
optimized_sort,Transfer.amount,swap,32,262048,0.00,74.78,0.22,369.31,2.39,0.21,0.00,4.94,5.28,1.01,35518,262048
optimized_sort,Transfer.user_data_128,swap,32,262048,0.00,75.41,0.28,368.62,2.43,0.23,0.00,4.89,5.28,1.33,35518,262048
optimized_sort,Transfer.user_data_64,swap,16,262048,0.00,57.87,0.26,255.57,1.23,0.15,0.00,4.42,5.28,1.00,35518,262048
optimized_sort,Transfer.user_data_32,swap,16,262048,0.00,57.92,0.25,255.83,1.24,0.16,0.00,4.42,5.29,1.00,35518,262048
optimized_sort,Transfer.ledger,swap,16,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.32,10.21,0.15,35518,262048
optimized_sort,Transfer.code,swap,16,262048,0.00,57.46,0.24,256.14,1.37,0.15,0.00,4.46,5.29,1.00,35518,262048
optimized_sort,Transfer,swap,8,262048,0.00,0.08,0.05,0.11,0.00,0.00,-nan,1.25,9.77,0.17,35518,262048
optimized_sort,AccountEvent,swap,8,262048,0.00,0.09,0.05,0.11,0.00,0.00,-nan,1.17,9.17,0.18,35518,262048
optimized_sort,AccountEvent.transfer_pending_status,swap,16,262048,0.00,0.07,0.05,0.11,0.00,0.00,-nan,1.42,11.22,0.17,35518,262048
optimized_sort,AccountEvent.prunable,swap,8,262048,0.00,0.08,0.05,0.10,0.00,0.00,-nan,1.39,10.74,inf,35518,262048
optimized_sort,Account,absorb,8,257710,0.01,157.08,0.61,215.97,7.04,0.62,0.45,1.37,5.21,1.00,35518,257710
optimized_sort,Transfer.id,swap,16,262048,0.00,0.09,0.06,0.12,0.01,0.00,-nan,1.31,10.35,0.14,35518,262048
